tt0002871	short	Foiling Fickle Father	Foiling Fickle Father	0	1913	\N	4	Comedy,Short
tt0003299	movie	A Prisoner in the Harem	A Prisoner in the Harem	0	1913	\N	\N	Drama
tt0002336	short	The Magic Wand	The Magic Wand	0	1912	\N	\N	Drama,Short
tt0003982	short	For Those Unborn	For Those Unborn	0	1914	\N	\N	Drama,Romance,Short
tt0002748	movie	Chelsea 7750	Chelsea 7750	0	1913	\N	\N	Drama
tt0003923	short	The Face on the Barroom Floor	The Face on the Barroom Floor	0	1914	\N	14	Comedy,Short
tt0003050	short	A Landlord's Troubles	A Landlord's Troubles	0	1913	\N	\N	Comedy,Short
tt0001862	short	Queen of the Smugglers	The Romantic Story of Margaret Catchpole	0	1911	\N	\N	Drama,Short
tt0002860	short	The Fight for Right	The Fight for Right	0	1913	\N	\N	Drama,Short
tt0000158	short	Idylle interrompue	Idylle interrompue	0	1897	\N	\N	Comedy,Short
tt0003159	movie	Les Misérables, Part 2: Fantine	Les misérables - Époque 2: Fantine	0	1913	\N	300	Drama
tt0000492	short	Personal	Personal	0	1904	\N	6	Comedy,Short
tt0001460	short	The Woman from Mellon's	The Woman from Mellon's	0	1910	\N	11	Drama,Short
tt0002572	movie	Wenn die Maske fällt	Wenn die Maske fällt	0	1912	\N	\N	\N
tt0001402	short	The Stricken Home	The Stricken Home	0	1910	\N	\N	Drama,Short
tt0003196	short	Mutt and Jeff at Sea: Part 1	Mutt and Jeff at Sea: Part 1	0	1913	\N	\N	Animation,Short
tt0002231	short	Heaven Avenges	Heaven Avenges	0	1912	\N	17	Romance,Short
tt0000194	short	Express Train on a Railway Cutting	Express Train on a Railway Cutting	0	1898	\N	\N	Documentary,Short
tt0001742	short	Lost Illusions	Lost Illusions	0	1911	\N	\N	Romance,Short
tt0003998	short	Future Revealed by the Lines of the Feet	L'avenir dévoilé par les lignes de pieds	0	1914	\N	7	Animation,Short
tt0003801	short	The Coward and the Man	The Coward and the Man	0	1914	\N	\N	Drama,Short
tt0003704	short	Broncho Billy and the Escaped Bandit	Broncho Billy and the Escaped Bandit	0	1915	\N	\N	Short,Western
tt0002919	short	The Gusher	The Gusher	0	1913	\N	14	Comedy,Short
tt0002600	short	The Actor's Christmas	The Actor's Christmas	0	1913	\N	\N	Drama,Short
tt0003847	short	Doc Yak, the Marksman	Doc Yak, the Marksman	0	1914	\N	\N	Animation,Comedy,Short
tt0001000	short	The Peachbasket Hat	The Peachbasket Hat	0	1909	\N	7	Comedy,Short
tt0000494	short	Le pompon malencontreux	Le pompon malencontreux	0	1904	\N	\N	Short
tt0002348	movie	Maskierte Liebe	Maskierte Liebe	0	1912	\N	\N	\N
tt0001998	movie	The Adventures of Lieutenant Petrosino	The Adventures of Lieutenant Petrosino	0	1912	\N	\N	Drama
tt0001681	short	His Trust Fulfilled	His Trust Fulfilled	0	1911	\N	17	Drama,Short
tt0000728	short	Money Mad	Money Mad	0	1908	\N	11	Crime,Drama,Short
tt0002011	short	Alkali Ike's Pants	Alkali Ike's Pants	0	1912	\N	\N	Comedy,Short
tt0002277	short	The Informer	The Informer	0	1912	\N	18	Drama,Short
tt0003074	short	The Little Minister	The Little Minister	0	1913	\N	\N	Drama,Romance,Short
tt0000432	short	How Monsieur Takes His Bath	Comment monsieur prend son bain	0	1903	\N	1	Comedy,Short
tt0002710	short	Broncho Billy's Gun Play	Broncho Billy's Gun Play	0	1913	\N	11	Adventure,Short,Western
tt0001552	short	Conscience	Conscience	0	1911	\N	11	Drama,Short
tt0000884	short	The Red Domino	Grevinde X	0	1909	\N	\N	Drama,Short
tt0001495	movie	A Balkan Episode	A Balkan Episode	0	1911	\N	\N	\N
tt0000518	short	Juanito el forzudo	Juanito el forzudo	0	1905	\N	\N	Short
tt0000990	short	Oliver Twist	Oliver Twist	0	1909	\N	\N	Drama,Short
tt0002244	short	His Lesson	His Lesson	0	1912	\N	17	Drama,Short
